nt	maxslice	maxecho	maxview
72	1	11	2
Core ia_rf ia_th ia_gx ia_gy ia_gz dabslice dabecho dabview dabon phi rfphase recphase 
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	0	1	1	0	0	0	0	0	1
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	1	1	1	0	0	0	0	0	2
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	2	1	1	0	0	0	0	0	3
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	3	1	1	0	0	0	0	0	4
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	4	1	1	0	0	0	0	0	5
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	5	1	1	0	0	0	0	0	6
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	6	1	1	0	0	0	0	0	7
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	7	1	1	0	0	0	0	0	8
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	8	1	1	0	0	0	0	0	9
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	9	1	1	0	0	0	0	0	10
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	10	1	1	0	0	0	0	0	11
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	11	1	1	0	0	0	0	0	12
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	0	2	1	32766	0	0	0	0	1
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	1	2	1	32766	0	0	0	0	2
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	2	2	1	32766	0	0	0	0	3
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	3	2	1	32766	0	0	0	0	4
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	4	2	1	32766	0	0	0	0	5
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	5	2	1	32766	0	0	0	0	6
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	6	2	1	32766	0	0	0	0	7
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	7	2	1	32766	0	0	0	0	8
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	8	2	1	32766	0	0	0	0	9
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	9	2	1	32766	0	0	0	0	10
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	10	2	1	32766	0	0	0	0	11
1	32766	32766	32766	0	0	0	0	0	0	0	0	0	0	0	1
2	32766	32766	0	32766	0	0	0	0	0	0	0	0	0	0	1
3	0	0	32766	32766	0	1	11	2	1	32766	0	0	0	0	12
